Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
002048675,,Harrison & Co,"1781, 82",London,"The lady's poetical magazine, or Beauties of British poetry. [With engravings after Thomas Stothard.]",,"HEATH, James - A.R.A|Stothard, Thomas",,,,,continuing,http://www.flickr.com/photos/britishlibrary/tags/sysnum002048675,British Library HMNTS P.P.5126.|British Library HMNTS 11602.dd.9.|British Library HMNTS 11602.g.1-3.
002048682,,London,1859,,"A Lady's Tour round Monte Rosa, with visits to the Italian valleys of Anzasca, Mastalone, ... and Cogne. In a series of excursions in the years 1850-56-58. [By Mrs. Henry Warwick Cole]",,"COLE, Henry Warwick - Mrs",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002048682,British Library HMNTS 10195.d.25.
002048804,,Birmingham,1834,,"The Botanical and Horticultural Meeting, or Flora's and Pomona's Fete; a poem. ... By a Lady [Mrs. E. S. Perkins?]. From notes by John-Quik. Second edition",,"PERKINS, Elizabeth Steele - Mrs|QUILL, John - pseud",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002048804,British Library HMNTS 11641.e.20.
002048809,,London,1870,,"A Brave Lady. [A novel.] By the Author of “John Halifax” [D. M. Mulock, afterwards Craik]",,"Craik, Dinah Maria Mulock",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002048809,British Library HMNTS 12627.i.10.
002048810,[Another edition.],London,[1871.],,"[A Brave Lady. [A novel.] By the Author of “John Halifax” [D. M. Mulock, afterwards Craik].]",,"Craik, Dinah Maria Mulock",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002048810,British Library HMNTS 12618.e.14.
002048908,,London,1837,,"A Dialogue in the Devonshire dialect (in three parts) by a Lady [Mrs. Palmer]. To which is added a glossary, by J. F. Palmer",,"GWATKIN - Mrs|PALMER, James F.|PALMER, Mary - Mrs|PHILLIPPS, John - Rev., of Membury",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002048908,British Library HMNTS 1077.f.49.|British Library HMNTS 626.h.21.
002048932,,London,1818,L. B. Seeley,Elijah: a poem. By a Lady [Miss R. Richings],,"RICHINGS, Rebecca.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002048932,British Library HMNTS 11643.bbb.25.(2.)
002049098,,London,1814,,"Letters from a Lady (Miss Anne Carter.) to her Sister, during a tour to Paris, in the months of April and May, 1814",,"CARTER, Anne.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002049098,British Library HMNTS 1429.c.17.
002049118,,London,1883,Griffith & Farran,The Lion's Masquerade ... A facsimile reproduction of the edition of 1807. With an introduction by C. Welsh,,"DORSET, Catherine Ann.|Mulready, William|WELSH, Charles.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002049118,British Library HMNTS 11645.ff.30.(3.)
002049185,,Bath,1878,,Nooks and Corners. By a Lady [F. Nesbitt],,"NESBITT, F.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002049185,British Library HMNTS 12622.i.50.
002049314,,London,1842,,"A Ride on Horseback to Florence, through France and Switzerland; described in a series of letters. By a Lady [Mrs. Dalkeith Holmes]",,"HOLMES, Dalkeith - Mrs",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002049314,British Library HMNTS 1426.d.13.
002049367,,Bristol,1801,,"The Siege of Mansoul, a drama, in five acts [and in verse; founded upon the “Holy War” of John Bunyan, with a prefatory notice by H. Sulger.] The diction of which consists altogether of an accommodation of words from Shakespeare and other poets. By a Lady",,"SULGER, Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002049367,British Library HMNTS 11781.f.15.
002049483,,London,1860,,"The Voyage of the Lady. By the author of “the Three Paths.” [With a note by the editor, H. Grey.]",,"GREY, Herbert.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002049483,British Library HMNTS 10028.df.10.
002049526,,"Edinburgh [printed], and London",1860,,The Luck of Ladysmede. (Originally published in Blackwood's Magazine.) [By W. L. Collins.],,"Collins, W. Lucas (William Lucas)",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002049526,British Library HMNTS 12633.dd.6.
002050060,,Firenze,1843-47,,"La China considerata nella sua storia, ne' suoi riti ne' suoi costumi, nella sua industria, nelle sue arti e ne' più memorevoli avvenimenti della guerra attuale. Opera ... illustrata da una serie di finissime incisioni in acciaio [from drawings by T. Allom]","LA FARINA, Giuseppe.","ALLOM, Thomas.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002050060,British Library HMNTS 10025.f.9.
002050264,,Paris,1877,,De Paris a Guatémala. Notes de voyages au Centre-Amérique 1866-1875 ... Illustré de 35 planches. Dessins de M. E. A. Guillon,"LAFERRIÈRE, J. - Consul de la République dé Salvador","GUILLON, Eugene A.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002050264,British Library HMNTS 10481.g.1.
002050494,,London,1887,Trübner & Co.,A general view of Chinese civilization and of the relations of the West with China ... Translated by J. C. Hall,"LAFFITTE, Pierre.","HALL, John Carey.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002050494,British Library HMNTS 10058.cc.12.
002050725,,London,1785,,"An Essay upon the Peace of 1783. ... Translated from the French of the Rev. J. Fletcher, ... by the Rev. J. Gilpin. [A poem.]","LA FLÉCHÈRE, Jean Guillaume de.","GILPIN, Joshua - Vicar of Wrockwardine, Salop",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002050725,British Library HMNTS 643.k.15.(13.)
002052320,,Upsaliæ,[1837],,"Præs. De imminutis in Suecia per nobilitatem opibus coronæ regiæque potestatis ab A. 1560 ad 1680. Dissertatio quam ... p. p. A. L. et H. Aminson. pt. I. (A. L. et A. T. Bergius, pt. II.)","LAGERGREN, Andreas.","AMINSON, Henrik.|BERGIUS, Axel Theodor.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002052320,British Library HMNTS 9435.d.33.(3.)
002052741,,London,1854,,"The Knout and the Russians; or, the Muscovite Empire, the Czar, and his people ... Translated from the French by J. Bridgeman","LAGNY, Germain de.","BRIDGEMAN, John - Translator",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002052741,British Library HMNTS 10291.c.41.
002054714,,London,1800,,"The History of Scotland from the Union of the Crowns on the accession of James VI. to the throne of England, to the Union of the Kingdoms in the reign of Queen Anne. With two dissertations, ... on the Gowrie Conspiracy [by J. Pinkerton], and on the supposed authenticity of Ossian's Poems","LAING, Malcolm.",Mary - Queen of Scots,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002054714,British Library HMNTS 287.e.1.|British Library HMNTS 287.e.2.|British Library HMNTS 9509.h.27.
002054869,,Paris,1872,,"Documents inédits sur l'histoire de la Révolution française. Correspondances de Paris, Vienne, Berlin, Varsovie, Constantinople, publiées par J. L. et E. L. vol. 1","LAIR, Jules Auguste - and LEGRAND (Émile)","Legrand, Emile",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002054869,British Library HMNTS 9220.eee.18.
002054885,,London,1895,Skeffington & Son,The Laird and his Friends. A story of the younger day,,"STARK, Malcolm.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002054885,British Library HMNTS 012628.i.19.
002054993,,London,1837,,"Narrative of an expedition into the interior of Africa, by the River Niger, in the steam-vessels Quorra and Alburkah in 1832, 3, 4. By M. L. and R. A. K. Oldfield","LAIRD, Macgregor.","OLDFIELD, R. A. K.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002054993,British Library HMNTS 1047.i.14.
002055599,,London,1857,R. Bentley,"Narrative of the Defence of Kars, historical and military ... From authentic Documents and from Notes taken by the several Officers serving on the Staff of Her Majesty's Commissioner with the Ottoman Army in Asia Minor. Illustrated by Lieut. Col. C. Teesdale C.B., and W. Simpson. [With plates and a map.]","LAKE, Henry Atwell - Sir, K.C.B","SIMPSON, William - Artist|TEESDALE, Christopher Charles - Sir, K.C.M.G., V.C",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002055599,British Library HMNTS 9077.g.26.|British Library HMNTS 09080.b.65.
002055834,,London,1798,,"The Lakers: a comic opera, in three acts [and in prose with songs. By James Plumptre.]",,"PLUMPTRE, James.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002055834,British Library HMNTS 643.f.9.(8.)|British Library HMNTS 161.e.52.|British Library HMNTS T.363.(3.)
002056263,,Rouen,1886,,"Rouen pittoresque ... Dessins par M. Lalanne. Texte par Allais, C. de Beaurepaire, Dubosc, Félix, Hédou, H. de Lapommeraye","LALANNE, François Antoine Maxime.","ALLAIS, Henri.|BERDALLE DE LAPOMMERAYE, Henri.|DUBOSC, Georges.|FÉLIX, Julien.|HEDOU, Jules.|ROBILLARD DE BEAUREPAIRE, Charles Marie de.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002056263,British Library HMNTS 10173.g.5.
002056684,,Nantes,[1881],,"Pierre Chaux, Membre du Comité révolutionnaire de Nantes en 1793 et 1794. (Extrait de la Revue de Bretagne et de Vendée.)","LALLIÉ, Alfred.","CHAUX DE CHAMPEAUX, Pierre.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002056684,British Library HMNTS 9231.g.7.(2.)
002057897,,Montevideo,1849,,"Apuntes históricos sorre [sic.] las agresiones del Dictador Argentino D. Juan Manuel Rosas contra la independencia de la República Oriental del Uruguay. Artículos excritos ... para el Nacional, de Montevideo, etc","LAMAS, Andrés.","ROSAS, Juan Manuel de - President of the Argentine Republic",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002057897,British Library HMNTS 9772.bbb.10.|British Library HMNTS Cup.405.c.3.
002058054,,London,1865,Edward Moxon & Co.,The Works of Charles Lamb. A new edition. (With a sketch of his life by Sir Thomas Noon Talfourd.): Works,"Lamb, Charles","TALFOURD, Thomas Noon - Sir",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002058054,British Library HMNTS 12271.k.9.
002058055,,London,1868,1. E. Moxon & Co.,The Complete Correspondence and Works of Charles Lamb. With an essay on his life and genius by G. A. Sala: Works,"Lamb, Charles","SALA, George Augustus Henry Fairfield.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002058055,British Library HMNTS 12272.bbb.5.
002058063,,London,1895,Gibbings & Co.,"The Life, Letters, and Writings of Charles Lamb. (A sketch of the Life of Charles Lamb ... By Sir T. N. Talfourd.) Edited by Percy FitzGerald. The Temple Edition: Works","Lamb, Charles","FITZGERALD, Percy Hetherington.|TALFOURD, Thomas Noon - Sir",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002058063,British Library HMNTS 12274.h.20.
002058064,,London,1899-1900,Macmillan & Co.,The Life and Works of Charles Lamb. (With introduction and notes by A. Ainger.): Works,"Lamb, Charles","AINGER, Alfred - Master of the Temple",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002058064,British Library HMNTS 12274.dd.1.
002058081,,London,1840,E. Moxon,"Rosamund Gray, Essays, etc: Smaller Collections","Lamb, Charles","GARDINER, Grace.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002058081,British Library HMNTS 12272.h.8.|British Library HMNTS 12360.ccc.3.(2.)
002058094,,London; Edinburgh printed,1885,Macmillan and Co.,"Mrs. Leicester's School and other writings in prose and verse, by Charles Lamb. With introduction and notes by A. Ainger: Smaller Collections","Lamb, Charles","AINGER, Alfred - Master of the Temple",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002058094,British Library HMNTS 12272.bb.10.
002058234,,London,1893,,Lamb's Essays of Elia. A selection. With introduction and notes by K. Deighton: Single Works. Essays of Elia. Selections,"Lamb, Charles","Deighton, Kenneth.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002058234,British Library HMNTS 012272.aaaa.1/5.
002058274,,London,1889,Field & Tuer,"Prince Dorus ... with nine illustrations in facsimile, hand-coloured. [Reprinted from the edition of 1811, with an introduction by A. W. Tuer.]: Single Works. Prince Dorus","Lamb, Charles","TUER, Andrew White.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002058274,British Library HMNTS 11647.ee.24.
002059672,,London,1893,T. Brettell & Co.,"Esher Place. With a brief account of Bishop Waynfleet ... and Robert Lord Clive ... Surrey Archæological meeting, Saturday, June 17th, 1893","LAMBERT, George - F.S.A","CLIVE, Robert - Baron Clive|PATTEN, William - of Waynflete, Bishop of Winchester",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002059672,British Library HMNTS 10360.dd.21.
002061105,,London,1850,,"Lamia, a confession. [By Mrs. Robert Cartwright.]",,"CARTWRIGHT, Robert - Mrs",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002061105,British Library HMNTS 12624.a.12.
002061621,,London,1876,,"Yachting in the Arctic Seas, or, notes of five voyages ... in the neighbourhood of Spitzbergen and Novaya Zembya ... Edited and illustrated by W. Livesay","LAMONT, James - F.G.S","LIVESAY, W.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002061621,British Library HMNTS 10460.pp.1.
002061647,,Edinburgh,1810,,"The Chronicle of Fife; being the diary of J. L. of Newton, from 1649 to 1672. [Edited by Archibald Constable.]","LAMONT, John - of Newton, Fife","CONSTABLE, Archibald - the Elder",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002061647,British Library HMNTS 807.e.15.
002061890,,Paris,1874-76,,"La Cour et la Ville de Madrid vers la fin du XVIIe siècle. Relation du voyage d'Espagne. (Deuxième partie. Mémoires de la Cour d'Espagne.) Par la Comtesse d'Aulnoy. Édition nouvelle, revue et annotée par Mme B. Carey","LA MOTHE, Marie Catherine - Countess d'Aulnoy","CAREY, Mme B.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002061890,British Library HMNTS 10160.dd.1.
002062242,,London,1886,Elliot Stock,Undine: the Spirit of the Waters. A poem containing a version of the narrative by Baron de la Motte Fouqué. By W. Hipsley: Single Works,"LA MOTTE FOUQUÉ, Friedrich Heinrich Carl de - Baron","HIPSLEY, William.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002062242,British Library HMNTS 11652.d.8.
002063563,,Lancaster,1807,C. Clark,An historical and descriptive account of the Town of Lancaster; collected from the best authorities; illustrated with four engravings. [By C. Clark.]: Appendix,,"CLARK, Christopher - Printer at Lancaster",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002063563,British Library HMNTS 290.i.14.|British Library HMNTS 10349.cc.22.(1.)
002063817,,London,1842,xlviii. How & Parsons,"An Illustrated Itinerary of the County of Lancaster. [By Cyrus Redding. With contributions by J. R. Beard and W. C. Taylor. With plates, including a map.]: Appendix",,"BEARD, John Relly.|REDDING, Cyrus.|TAYLOR, William Cooke.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002063817,British Library HMNTS 797.k.1.
002063818,,London,1844,George Routledge,"The Pictorial History of the County of Lancaster, etc: Appendix",,"REDDING, Cyrus.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002063818,British Library HMNTS 10360.i.13.
002064288,[Another edition.] Quinze eaux-fortes par L. Gaucherel.,Paris,1873,,"[Excursion en Italie; Aix-les-bains Chambéry, Turin, Novare, Milan, Brescia, etc.]","LANCE, Adolphe Étienne.","GAUCHEREL, Léon.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002064288,British Library HMNTS 10151.dd.1.
002064922,,London,[1854-56],William S. Orr & Co.,"The Land We Live In: a pictorial, historical, and literary sketch-book of the British Islands ... Profusely illustrated, etc. [With contributions by Charles Knight, James Thorne, George Dodd, Andrew Winter, Harriet Martineau, William Harvey and William Michael Wylie.]",,"DODD, George - Miscellaneous Writer|HARVEY, William - Artist|KNIGHT, Charles - Publisher|THORNE, James - F.S.A|WINTER, Andrew.|WYLIE, William Michael.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002064922,British Library HMNTS 2366.dd.2.|British Library HMNTS 10368.r.2.
002065683,,London,1830,H. Colburn and R. Bentley,Records of Captain Clapperton's last expedition to Africa ... with the subsequent adventures of the author,"LANDER, Richard - Traveller","CLAPPERTON, Hugh.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002065683,British Library HMNTS 1047.h.10.|British Library HMNTS G.2969.
002066162,"New edition, revised, with upwards of eighteen hundred additional names of places.",London,1840,,"[A universal Gazetteer; or geographical dictionary of the World. Founded on the works of Brookes and Walker, etc.]","LANDMANN, George - C.E","WALKER, John - Director of the Royal Jennerian and London Vaccine Institutions",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum002066162,British Library HMNTS 793.i.20.
